Country,Type,Date(s),Artist / Guest,Event Name,Location,Venue + Map
South Korea,Fanmeet,Jan 12,Fave Girls,WE? - Our New Days!,"Mapo, Seoul",MUV-Hall
South Korea,Concert,Jan 19,N.Flying,Note 2 ㄹㅇ,"Mapo, Seoul",MUV-Hall
South Korea,Showcase,Feb 18,TREI,BORN；本,"Mapo, Seoul",MUV-Hall
South Korea,Fanmeet,Mar 09,K TST,K log,"Mapo, Seoul",Sweet Hall
South Korea,Showcase,Mar 12,Dream Note,Dream:us,"Mapo, Seoul",MUV Hall
South Korea,Showcase,Mar 13,GWSN,The Park in the Night,"Mapo, Seoul",FAN Square
South Korea,Fanmeet,Apr 06-07,Park Jungmin SS501,32번째 찾아온 봄,"Mapo, Seoul",Gurumare Theater;
South Korea,Concert,Jun 01,Gummy,This is Gummy,"Nam, Ulsan",KBS Ulsan Hall
South Korea,Fanmeet,Mar 30,Jinyoung B1A4,Jinyoung Inside Me,"Nowon, Seoul",Kwangwoon U - Art Hall
South Korea,Fanmeet,Apr 20,Oh My Girl,오늘도 미라클,"Nowon, Seoul",KWU Donghae Arts Center
South Korea,Concert,Jun 29,Gummy,This is Gummy,"Sangyeok, Daegu",Kyungbuk U Auditorium
South Korea,Fanmeet,Feb 24,Nine Muses,Remember,"Seongbuk, Seoul",Hansung U
South Korea,Concert,Feb 14-17,Lovelyz,겨울나라의 러블리즈3,Seoul,Yonsei U - Auditorium
South Korea,Fanmeet,Mar 30,Minho SHINee,Best Choi's Minho Encore,Seoul,KU Hwajeong Stadium
South Korea,Fanmeet,May 26,Park Jihoon,May I Love You?,Seoul,KU Hwajeong Stadium
South Korea,Concert,May 31- Jun 02,XIA,Way Back Encore,Seoul,KU Hwajeong Stadium
South Korea,Concert,Feb 16-17,Sam Kim,Sun and Moon,"Shinchon, Seoul",Ehwa U - Samsung Hall
South Korea,Concert,May 11-12,Nichkhun 2PM,HOME,"Shinchon, Seoul",Ehwa U - Samsung Hall
South Korea,Showcase,Mar 08,Hong Jinyoung,Lots of Love,"Shinsu-dong, Seoul",Sogang U - Mary Hall
South Korea,Concert,Apr 27,KARD,Wild Kard,"Shinsu-dong, Seoul",Sogang U - Mary Hall
South Korea,Concert,Jan 26-27,Lee Honggi FT Island,I Am,"Sinchon, Seoul",Yonsei U - Centennial Hall
South Korea,Fanmeet,Apr 27,WJSN,WJ STATION,"Sinchon, Seoul",Yonsei U - Auditorium
South Korea,Concert,Jul 27-28,Jeong Sewoon,Zero,"Sinchon, Seoul",Yonsei U - Auditorium
South Korea,Concert,Jan 05,Winner,Everywhere [Encore],"Songpa, Seoul",KSPO Dome
South Korea,Fanmeet,Jan 05-06,GOT7,날아라 갓세븐,"Songpa, Seoul",Jamsil Arena
South Korea,Concert,Jan 06,iKon,Continue [Encore],"Songpa, Seoul",KSPO Dome
South Korea,Concert,Jan 26-27,NCT127,NEOCITY : Seoul-The Origin,"Songpa, Seoul",KSPO Dome
South Korea,Concert,Jan 26-27,The Boyz,The Castle,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Feb 01-02,Yong Junhyung Highlight,Goodbye 20's,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Feb 08,Wheesung,GET SEXXY - Season. 2,"Songpa, Seoul",Jamsil Arena
South Korea,Fanmeet,Feb 09,Naeun Apink,The Naeun Day,"Songpa, Seoul",Muse Live Hall
South Korea,Fanmeet,Feb 10,Gfriend,Dear. Buddy -Cross the Sunset,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Feb 16-17,Seungri Big Bang,The Great Seungri,"Songpa, Seoul",SK Olympic Handball Gym
South Korea,Concert,Feb 16-17,LOOΠΔ,LOOΠΔVERSE,"Songpa, Seoul",Olympic Hall
South Korea,Fanmeet,Feb 24,Nature,Nature World,"Songpa, Seoul",K-Art Hall
South Korea,Fanmeet,Mar 01,Chorong Apink,Rong Time No See!,"Songpa, Seoul",Muse Live Hall
South Korea,Concert,Mar 02,ASTRO,Black,"Songpa, Seoul",Olympic Park Olympic Hall
South Korea,Concert,Mar 02-03,Super Junior,Super Show 7S,"Songpa, Seoul",KSPO Dome
South Korea,Fanmeet,Mar 08-09,Ha Sungwoon Hotshot,My Moment,"Songpa, Seoul",SK Olympic Handball Gym
South Korea,Concert,Mar 08-10,Seventeen,Seventeen in Carat Land,"Songpa, Seoul",Jamsil Arena
South Korea,Concert,Mar 09-10,TVXQ,#with CIRCLE,"Songpa, Seoul",KSPO Dome
South Korea,Concert,Mar 15-17,Taemin SHINee,T1001101,"Songpa, Seoul",SK Olympic Handball Gym
South Korea,Concert,Mar 23-24,Taeyeon SNSD,＇s...one,"Songpa, Seoul",Jamsil Arena
South Korea,Concert,Mar 23-24,Junho 2PM,Junho The Best,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Mar 30-31,Day6,Youth [Encore],"Songpa, Seoul",SK Olympic Handball Gym
South Korea,Fanmeet,Apr 6,Lai Kuanlin,Good Feeling,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Apr 12-14,Nu'est,Segno,"Songpa, Seoul",KSPO Dome
South Korea,Concert,Apr 13-14,Super Junior D&E,The D&E,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Apr 13-14,Monsta X,We Are Here,"Songpa, Seoul",SK Olympic Handball Gym
South Korea,Concert,Apr 20,Stray Kids,HI-STAY,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Apr 20-21,Shinhwa,Chapter 4,"Songpa, Seoul",KSPO Dome
South Korea,Concert,Apr 28,Lee Joongi,DELIGHT：For Us,"Songpa, Seoul",Olympic Hall
South Korea,Concert,May 18-19,GFRIEND,GO GO GFRIEND!,"Songpa, Seoul",SK Olympic Handball Gym
South Korea,Showcase,May 22,AB6IX,B：COMPLETE,"Songpa, Seoul",Olympic Hall
South Korea,Festival,May 24,"N.Flying, Heize",DELIGHT MUSIC FESTA,"Songpa, Seoul",Jamsil Arena
South Korea,Concert,May 25-26,Twice,TWICELIGHTS,"Songpa, Seoul",KSPO Dome
South Korea,Fanmeet,May 26,Kim Jaehwan,MIN:D,"Songpa, Seoul",Jamsil Arena
South Korea,Concert,Jun 07-09,IZ*ONE,Eyes on Me,"Songpa, Seoul",Jamsil Arena
South Korea,Concert,Jun 15-16,Gummy,This is Gummy,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Jun 15-16,GOT7,KEEP SPINNING,"Songpa, Seoul",Olympic Arena
South Korea,Concert,Jun 22-23,BTS,Magic Shop,"Songpa, Seoul",Olympic Park 88 Area
South Korea,Concert,Jun 22-23,Jung Seunghwan,"Dear, My Universe","Songpa, Seoul",Olympic Hall
South Korea,Concert,Jun 29- Jul 13,Park Hyoshin,LOVERS：where is your love？,"Songpa, Seoul",KSPO Dome
South Korea,Concert,Jul 06-07,Jay Park,SEXY 4EVA,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Jul 20,Yang DaIl,D.I.LAND,"Songpa, Seoul",Olympic Hall
South Korea,Concert,Feb 23,Kim Hyun Joong,New Way,"Suyeong, Busan",KBS Busan Hall
South Korea,Concert,Mar 16,Sandeul B1A4,Happy Sandeul Day,"Yeoungdeungpo, Seoul",Yeoungdeungpo Art Hall
South Korea,Concert,Jan 27,Hanhae,About Time,"Yongsan, Seoul",Understage
South Korea,Concert,Feb 09,Kim Hyun Joong,New Way,"Yongsan, Seoul",Blue Square I-Market Hall
South Korea,Concert,Feb 16-17,Eric Nam,I Color U,"Yongsan, Seoul",Blue Square I-Market Hall
South Korea,Concert,Mar 02-03,WJSN,Would you stay♥ - Secret Box,"Yongsan, Seoul",Blue Square I-Market Hall
South Korea,Concert,Mar 23-24,Lee Gikwang Highlight,I,"Yongsan, Seoul",Blue Square I-Market Hall
South Korea,Concert,Apr 19-21,Nell,Quiet yet Loud,"Yongsan, Seoul",Blue Square I-Market Hall
South Korea,Concert,Apr 27-28,Pentagon,PRISM,"Yongsan, Seoul",Blue Square I-Market Hall
South Korea,Concert,May 24,Eric Nam,Fan Concert with Eric Nam,"Yongsan, Seoul",Understage
South Korea,Concert,May 25,Kassy,진심이 담긴 콘서트,"Yongsan, Seoul",Understage
South Korea,Concert,Jun 01,Sik-K,FL1P,"Yongsan, Seoul",Blue Square I-Market Hall
South Korea,Concert,Jun 06,Guckkasten,HELLO,"Yongsan, Seoul",Blue Square I-Market Hall
Spain,Concert,May 28,Blackpink,In Your Area,"Barcelona, Spain",Palau Sant Jordi
Spain,Concert,Mar 23,Sik-K,FL1P Sik-K,"Machester, UK",FAC251
Spain,Concert,Jan 20,Day6,Youth,"Madrid, Spain",Sala Riviera
Spain,Concert,Jan 20,Day6,Youth,"Madrid, Spain",Sala Riviera
Spain,Concert,Feb 10,PLT,We Go Holic,"Madrid, Spain",Gotham The Club
Spain,Concert,Feb 20,A.C.E.,To Be An Ace,"Madrid, Spain",Teatro Barceló
Spain,Concert,Mar 24,Bang Yongguk,European Tour,"Madrid, Spain",Gotham The Club
Spain,Concert,Apr 13,IMFACT,European Tour,"Madrid, Spain",Gotham The Club
Spain,Concert,Apr 14,Seven O'Clock,The Beginning,"Madrid, Spain",Gotham The Club
Spain,Concert,Apr 18,M.O.N.T,Will You Be My Mint,"Madrid, Spain",[TBD]()
Spain,Concert,Jun 05,Eric Nam,I Color U,"Madrid, Spain",Cool Stage
Spain,Concert,Jun 29,Monsta X,We Are Here,"Madrid, Spain",[TBD]()
Spain,Concert,Sept 16,Dok2Gonzo,Thunderground,"Madrid, Spain",GOTHAM The Club
Spain,Concert,May 21,Blackpink,In Your Area,"Manchester, UK",Manchester Arena
Sweden,Fanmeet,Apr 30,M.O.N.T,Will You Be My Mint,"Gothenburg, Sweden",[TBD]()
Sweden,Concert,Apr 18,Ateez,Expedition,"Stockholm, Sweden",Fryshuset Klubben
Sweden,Concert,Feb 26,A.C.E.,To Be An Ace,"Stokholm, Sweden",Fryshuset Klubben
Taiwan,Fanmeet,Mar 03,Choi Minho (SHINee),Best Choi’s Minho,Taipei,TICC
Taiwan,Fanmeet,Mar 09,Yoon Jisung,Aside,Taipei City,NTU Sports Center
Taiwan,Fanmeet,Mar 10,Yuri SNSD,Into Yuri,Taipei City,Petite Cafe
Taiwan,Concert,Mar 16,ASTRO,Star Light,Taipei City,TICC
Taiwan,Fanmeet,Mar 16,Sung Hoon,My Secret Date,Taipei City,Legacy MAX
Taiwan,Fanmeet,Mar 23,Ha Sungwoon Hotshot,My Moment,Taipei City,TICC
Taiwan,Concert,Mar 28,Various,Monster Kpop Concert,Taipei City,Taipei Arena
Taiwan,Concert,Mar 30,Lee Gikwang,I,Taipei City,TICC
Taiwan,Concert,Mar 31,Lovelyz,Lovelyz 3 of Winter World,Taipei City,TICC
Taiwan,Concert,Apr 07,Davichi,Davichi,Taipei City,Legacy MAX
Taiwan,Showcase,Apr 14,Jus2 GOT7,Focus,Taipei City,TICC
Taiwan,Concert,Apr 27,ONF,We Must Love,Taipei City,Legacy MAX
Taiwan,Concert,Aug 31,Gfriend,GO GO GFRIEND!,Taoyuan City,NTSU Arena
Taiwan,Concert,Nov 24,Winner,Cross Tour,Taoyuan City,NTSU Arena
Thailand,Concert,Apr 27,ASTRO,Star Light,---,[]()
Thailand,Fanmeet,Mar 02,Choi Minho (SHINee),Best Choi’s Minho,Bangkok,Thunder Dome
Thailand,Fanmeet,Mar 16,Ong Seongwoo,Eternity,Bangkok,Thunder Dome
Thailand,Fanmeet,Mar 23,Yoon Jisung,Aside,Bangkok,BCC Hall
Thailand,Concert,Apr 04,BTS,Love Yourself : Speak Yourself,Bangkok,Rajamangala Stadium
Thailand,Showcase,Apr 27-28,Jus2 GOT7,Focus,Bangkok,Thunder Dome
Thailand,Concert,Jun 01,Monsta X,We Are Here,Bangkok,[TBD]()
Thailand,Concert,Jul 27,Gfriend,GO GO GFRIEND!,Bangkok,BCC Hall
Thailand,Fanmeet,Oct 19,Lee Seung Gi,Vagabond Voyage,"Nonthaburi, Thailand",Central Plaza Chaengwattana
United Kingdom,Concert,Jan 25,Day6,Youth,"London, UK",O2 Forum Kentish Town
United Kingdom,Concert,Jan 25,Day6,Youth,"London, UK",O2 Forum Kentish Town
United Kingdom,Concert,Feb 17,PLT,We Go Holic,"London, UK",ULU Live
United Kingdom,Concert,Feb 22,Park Jungmin,Europe Tour,"London, UK",229 The Venue
United Kingdom,Concert,Feb 23,Hyolyn,TRUE,"London, UK",Electric Ballroom
United Kingdom,Concert,Mar 10,A.C.E.,To Be An Ace,"London, UK",O2 Academy Islington
United Kingdom,Concert,Mar 20,Epik High,sleepless in __________,"London, UK",Electric Ballroom
United Kingdom,Concert,Mar 23,Sik-K,FL1P Sik-K,"London, UK",Electric Ballroom
United Kingdom,Concert,Mar 27,Bang Yongguk,European Tour,"London, UK",Underworld Camden
United Kingdom,Concert,Apr 03,Ateez,Expedition,"London, UK",O2 Forum Kentish Town
United Kingdom,Concert,Apr 06,Seven O'Clock,The Beginning,"London, UK",TBA
United Kingdom,Concert,Apr 28,Sam Kim,Sun and Moon,"London, UK",Electric Ballroom
United Kingdom,Concert,May 12,SF9,Unlimited,"London, UK",O2 Shepherd's Bush Empire
United Kingdom,Concert,May 22,Blackpink,In Your Area,"London, UK",SSE Arena
United Kingdom,Concert,Jun 21-22,Eric Nam,I Color U,"London, UK",O2 Academy Islington
United Kingdom,Concert,Jul 09,Monsta X,We Are Here,"London, UK",[TBD]()
United Kingdom,Concert,Sept 11,Dok2Gonzo,Thunderground,"London, UK",Scala
United Kingdom,Concert,Jun 01-02,BTS,Love Yourself: Speak Yourself,"Wembley, UK",Wembley Stadium
USA,Concert,Jan 18,Oh My Girl,First US Tour,"Atlanta, GA",Center Stage Theater
USA,Concert,Jan 21,MXM,Meet & Live,"Atlanta, GA",Buckhead Theatre
USA,Concert,Mar 22,Ateez,Expedition,"Atlanta, GA",Center Stage Theater
USA,Concert,Apr 12,Sik-K,FL1P Sik-K,"Atlanta, GA",Center Stage Theater
USA,Concert,Apr 15,Epik High,sleepless in __________,"Atlanta, GA",Center Stage Theater
USA,Concert,Apr 24,SF9,Unlimited,"Atlanta, GA",Center Stage Theater
USA,Concert,Apr 26,NCT127,NeoCity: The Origin,"Atlanta, GA",Coca-Cola Roxy
USA,Concert,May 05,Blackpink,In Your Area,"Atlanta, GA",Infinite Energy Arena
USA,Concert,May 17,TXT,STAR in US,"Atlanta, GA",Center Stage Theater
USA,Concert,Jul 30,Monsta X,We Are Here,"Atlanta, GA",Fox Theatre
USA,Concert,Aug 28,The Rose,We Rose You Live,"Atlanta, GA",Center Stage
USA,Concert,Nov 13,Tiffany Young,Magnetic Moon,"Atlanta, GA",Buckhead Theatre
USA,Concert,Apr 18,Epik High,sleepless in __________,"Austin, TX",Emo’s
USA,Concert,Aug 25,Various,Kevin Woo x James Lee feat. FYKE,"Berkeley, CA",Cornerstone
USA,Concert,Apr 09,Epik High,sleepless in __________,"Boston, MA",Paradise Rock Club
USA,Concert,Sept 15,Day6,Gravity,"Boston, MA",Orpheum Theatre
USA,Concert,Nov 08,Tiffany Young,Magnetic Moon,"Boston, MA",Paradise Rock Club
USA,Concert,Mar 03,KNK,Lonely Night,"Brooklyn, NY",Warsaw
USA,Concert,Mar 24,Ateez,Expedition,"Brooklyn, NY",Warsaw
USA,Concert,Apr 06,M.O.N.T,Will You Be My Mint,"Brooklyn, NY",Sunnyvale
USA,Concert,Apr 21,SF9,Unlimited,"Brooklyn, NY",Kings Theatre
USA,Concert,Nov 10,Tiffany Young,Magnetic Moon,"Brooklyn, NY",Brooklyn Steel
USA,Concert,Jan 20,Oh My Girl,First US Tour,"Chicago, IL",Park West
USA,Concert,Feb 15,Red Velvet,REDMARE,"Chicago, IL",Chicago Theater
USA,Concert,Mar 01,KNK,Lonely Night,"Chicago, IL",Park West
USA,Concert,Mar 08,Tiffany Young,Lips on Lips,"Chicago, IL",Lincoln Hall
USA,Concert,Mar 20,Ateez,Expedition,"Chicago, IL",Vic Theatre
USA,Concert,Apr 03,Epik High,sleepless in __________,"Chicago, IL",House Of Blues
USA,Concert,Apr 07,M.O.N.T,Will You Be My Mint,"Chicago, IL",Studebaker Theater
USA,Concert,Apr 16,Sik-K,FL1P Sik-K,"Chicago, IL",Concord Music Hall
USA,Concert,Apr 19,SF9,Unlimited,"Chicago, IL",Vic Theatre
USA,Concert,Apr 24,Blackpink,In Your Area,"Chicago, IL",All State Arena
USA,Concert,Apr 30,VAV,Meet & Live Tour,"Chicago, IL",Park West
USA,Concert,May 11-12,BTS,Love Yourself: Speak Yourself,"Chicago, IL",Soldier Field
USA,Concert,May 12,TXT,STAR in US,"Chicago, IL",Vic Theatre
USA,Concert,Jul 23,Twice,TWICELIGHTS,"Chicago, IL",Wintrust Arena
USA,Concert,Aug 27,Sung Si Kyung,The Song,"Chicago, IL",Copernicus Center
USA,Concert,Sept 06,Pentagon,PRISM,"Chicago, IL",House of Blues Chicago
USA,Concert,Sept 06,The Rose,We Rose You Live,"Chicago, IL",Park West
USA,Concert,Oct 30,Teen Top,Party To. N9NE,"Chicago, IL",Concord Music Hall
USA,Concert,Nov 02,Tiffany Young,Magnetic Moon,"Chicago, IL",Vic Theatre
USA,Concert,Apr 28,NCT127,NeoCity: The Origin,"Coral Gables, FL",Watsco Center
USA,Concert,Feb 27,KNK,Lonely Night,"Dallas, TX",Granada Theater
USA,Concert,Mar 17,Ateez,Expedition,"Dallas, TX",Granada Theater
USA,Concert,Apr 02,M.O.N.T,Will You Be My Mint,"Dallas, TX",Viva's Lounge
USA,Concert,Apr 09,Sik-K,FL1P Sik-K,"Dallas, TX",Canton Hall
USA,Concert,Apr 20,Epik High,sleepless in __________,"Dallas, TX",Canton Hall
USA,Concert,May 01,VAV,Meet & Live Tour,"Dallas, TX",South Side Music Hall
USA,Concert,May 01,NCT127,NeoCity: The Origin,"Dallas, TX",Verizon Theater
USA,Concert,May 19,TXT,STAR in US,"Dallas, TX",Bomb Factory
USA,Concert,Sept 04,The Rose,We Rose You Live,"Dallas, TX",Granada Theater
USA,Concert,Sept 08,Pentagon,PRISM,"Dallas, TX",House of Blues Dallas
USA,Concert,Oct 25,Teen Top,Party To. N9NE,"Dallas, TX",South Side Music Hall
USA,Concert,Nov 16,Tiffany Young,Magnetic Moon,"Dallas, TX",Trees
USA,Concert,Nov 18,Tiffany Young,Magnetic Moon,"Denver, CO",Bluebird Theater
USA,Concert,Apr 04,M.O.N.T,Will You Be My Mint,"Duluth, GA",Red Clay Music Foundry
USA,Concert,May 08,Blackpink,In Your Area,"Fort Worth, TX",Fort Worth Convention Center
USA,Concert,Feb 10,Red Velvet,REDMARE,"Grand Prairie, TX",Verizon Theatre
USA,Concert,Mar 21,ASTRO,Star Light,"Grand Prairie, TX",Verizon Theater
USA,Concert,Jul 25,Monsta X,We Are Here,"Grand Prairie, TX",The Theatre
USA,Concert,Sept 20,Day6,Gravity,"Grand Prairie, TX",Theater at Grand Prairie
USA,Concert,Mar 16,Tiffany Young,Lips on Lips,"Hollywood, CA",Troubadour
USA,Concert,Sept 08,Sung Si Kyung,The Song,"Honolulu, HI",Hawaii Theatre
USA,Concert,Jan 22,Oh My Girl,First US Tour,"Houston, TX",Stereo Live Houston
USA,Concert,Jan 23,MXM,Meet & Live,"Houston, TX",Zilkha Hall
USA,Concert,Apr 10,Sik-K,FL1P Sik-K,"Houston, TX",Warehouse Live
USA,Concert,Apr 19,Epik High,sleepless in __________,"Houston, TX",House Of Blues
USA,Concert,May 19,Stray Kids,I am,"Houston, TX",Revention Music Center
USA,Concert,Sept 11,The Rose,We Rose You Live,"Houston, TX",Warehouse Live
USA,Concert,Nov 15,Tiffany Young,Magnetic Moon,"Houston, TX",White Oak Music Hall
USA,Concert,Jan 26,Oh My Girl,First US Tour,"Indio, CA",Fantasy Springs
USA,Festival,Apr 12,Various,Coachella,"Indio, CA",Empire Polo Club
USA,Festival,Apr 19,Various,Coachella,"Indio, CA",Empire Polo Club
USA,Concert,Oct 19,"Hyolyn, Ha Dong Qn",Hot & Blue,"Indio, CA",Fantasy Springs Casino
USA,Concert,Jul 17,Twice,TWICELIGHTS,"Inglewood, CA",The Forum
USA,Concert,Jan 22,Winner,Everwhere,"Irving, TX",Toyota Music Pavillion
USA,Concert,Jan 20,MXM,Meet & Live,"Jersey City, NJ",White Eagle Hall
USA,Concert,Apr 27,VAV,Meet & Live Tour,"Jersey City, NJ",White Eagle Hall
USA,Concert,Aug 17,IMFACT,1st Meet & Greet,"Jersey City, NJ",White Eagle Hall
USA,Festival,Sept 21,Monsta X,Daytime Stage,"Las Vegas, NV",Las Vegas Festival Grounds
USA,Concert,Apr 07,Sik-K,FL1P Sik-K,Los Angeles,The Novo
USA,Concert,May 24,TXT,STAR in US,Los Angeles,The Novo
USA,Concert,Jan 20,Winner,Everwhere,"Los Angeles, CA",Hollywood Palladium
USA,Concert,Jan 25,MXM,Meet & Live,"Los Angeles, CA",Teragram Ballroom
USA,Concert,Feb 24,KNK,Lonely Night,"Los Angeles, CA",Globe Theater
USA,Concert,Mar 07,Sunmi,Warning,"Los Angeles, CA",Fonda Theater
USA,Concert,Mar 15,Ateez,Expedition,"Los Angeles, CA",Globe Theater
USA,Concert,Mar 24,ASTRO,Star Light,"Los Angeles, CA",Hollywood Palladium
USA,Concert,Apr 17,Blackpink,In Your Area,"Los Angeles, CA",The Forum
USA,Concert,Apr 26,Epik High,sleepless in __________,"Los Angeles, CA",The Wiltern
USA,Concert,Apr 26,SF9,Unlimited,"Los Angeles, CA",Fonda Theater
USA,Concert,May 05,VAV,Meet & Live Tour,"Los Angeles, CA",Avalon Hollywood
USA,Concert,May 12,NCT127,NeoCity: The Origin,"Los Angeles, CA",Microsoft Theater
USA,Concert,Aug 10,Monsta X,We Are Here,"Los Angeles, CA",STAPLES Center
USA,Convention,Aug 17,Various,KCON 2019,"Los Angeles, CA",STAPLES Center
USA,Convention,Aug 18,Various,KCON 2019,"Los Angeles, CA",STAPLES Center
USA,Concert,Aug 24,Various,Kevin Woo x James Lee feat. FYKE,"Los Angeles, CA",El Rey Theatre
USA,Concert,Sept 04,Sung Si Kyung,The Song,"Los Angeles, CA",Theatre at Ace Hotel
USA,Concert,Sep 12,Pentagon,PRISM,"Los Angeles, CA",The Wiltern
USA,Concert,Sept 15,The Rose,We Rose You Live,"Los Angeles, CA",Fonda Theater
USA,Concert,Sept 28-29,Day6,Gravity,"Los Angeles, CA",The Novo
USA,Concert,Nov 03,Teen Top,Party To. N9NE,"Los Angeles, CA",Globe Theatre
USA,Concert,Nov 21,Tiffany Young,Magnetic Moon,"Los Angeles, CA",Fonda Theater
USA,Concert,Feb 13,Red Velvet,REDMARE,"Miami Beach, FL",Fillmore Miami Beach
USA,Concert,Sept 18,Day6,Gravity,"Miami Beach, FL",Jackie Gleason Theater
USA,Concert,Sept 08,The Rose,We Rose You Live,"Miami, FL",Olympia Theater
USA,Concert,Jan 18,MXM,Meet & Live,"Minneapolis, MN",Pantages Theatre
USA,Concert,Apr 01,Epik High,sleepless in __________,"Minneapolis, MN",First Avenue
USA,Concert,Aug 30,The Rose,We Rose You Live,"Minneapolis, MN",Pantages Theatre
USA,Concert,Nov 01,Tiffany Young,Magnetic Moon,"Minneapolis, MN",First Avenue
USA,Concert,May 18-19,BTS,Love Yourself: Speak Yourself,"New Jersey, NJ",Metlife Stadium
USA,Concert,Jan 29,Winner,Everwhere,"New York, NY",Hulu Theater
USA,Concert,Mar 06,Tiffany Young,Lips on Lips,"New York, NY",Bowery Ballroom
USA,Concert,Mar 15,Sunmi,Warning,"New York, NY",The Town Hall
USA,Event,Mar 16,iKon,Fortnite x Samsung Level Up,"New York, NY",Samsung 837
USA,Concert,Apr 07,Epik High,sleepless in __________,"New York, NY",Terminal 5
USA,Concert,Apr 14,Sik-K,FL1P Sik-K,"New York, NY",PlayStation Theater
USA,Concert,May 09,TXT,STAR in US,"New York, NY",PlayStation Theater
USA,Concert,Aug 03,Monsta X,We Are Here,"New York, NY",Hulu Theater
USA,Concert,Aug 30,Sung Si Kyung,The Song,"New York, NY",Town Hall
USA,Concert,Sept 01,The Rose,We Rose You Live,"New York, NY",Town Hall
USA,Concert,Sept 05,Pentagon,PRISM,"New York, NY",Beacon Theater
USA,Concert,Sept 12-13,Day6,Gravity,"New York, NY",Playstation Theater
USA,Concert,Feb 17,Red Velvet,REDMARE,"Newark, NJ",NJ Performing Arts Center
USA,Concert,Mar 19,ASTRO,Star Light,"Newark, NJ",NJ Performing Arts Center
USA,Concert,Apr 24,NCT127,Neocity: The Origin,"Newark, NJ",Prudential Center
USA,Concert,May 01,Blackpink,In Your Area,"Newark, NJ",Prudential Center
USA,Concert,May 14-15,Stray Kids,I am,"Newark, NJ",NJ Performing Arts Center
USA,Concert,Jul 21,Twice,TWICELIGHTS,"Newark, NJ",Prudential Center
USA,Concert,May 14,TXT,STAR in US,"Orlando, FL",The Plaza Live
USA,Concert,Feb 08,Red Velvet,REDMARE,"Pasadena, CA",Pasadena Civic Auditorium
USA,Concert,May 04-05,BTS,Love Yourself: Speak Yourself,"Pasadena, CA",Rose Bowl Stadium
USA,Concert,May 17,Stray Kids,I am,"Pasadena, CA",Pasadena Civic Auditorium
USA,Concert,Apr 10,Epik High,sleepless in __________,"Philadelphia, PA",Union Transfer
USA,Concert,Nov 06,Tiffany Young,Magnetic Moon,"Philadelphia, PA",Union Transfer
USA,Concert,May 03,NCT127,NeoCity: The Origin,"Phoenix, AZ",Comerica Theatre
USA,Concert,Nov 20,Tiffany Young,Magnetic Moon,"Phoenix, AZ",Crescent Ballroom
USA,Concert,Mar 31,M.O.N.T,Will You Be My Mint,"Pomona, CA",The Glass House
USA,Concert,Oct 28,Tiffany Young,Magnetic Moon,"Portland, OR",Wonder Ballroom
USA,Festival,Mar 02,Various,Koreafest 2019,"Raleigh, NC",NC Kerr Scott Building
USA,Concert,Apr 13,Epik High,sleepless in __________,"Raleigh, NC",Lincoln Theatre
USA,Concert,Nov 12,Tiffany Young,Magnetic Moon,"Raleigh, NC",Lincoln Theatre
USA,Concert,Jan 24,Winner,Everwhere,"Rosemont, IL",Rosemont Theatre
USA,Concert,May 07,NCT127,NeoCity: The Origin,"Rosemont, IL",Rosemont Theater
USA,Concert,Aug 06,Monsta X,We Are Here,"Rosemont, IL",Rosemont Theatre
USA,Concert,Sept 22,Day6,Gravity,"Rosemont, IL",Rosemont Theatre
USA,Concert,Apr 23,Epik High,sleepless in __________,"San Diego, CA",The Observatory
USA,Concert,Jan 18,Winner,Everwhere,"San Francisco, CA",The Masonic
USA,Concert,Mar 06,Sunmi,Warning,"San Francisco, CA",Regency Ballroom
USA,Concert,Mar 15,Tiffany Young,Lips on Lips,"San Francisco, CA",Great American Music Hall
USA,Concert,Mar 26,ASTRO,Star Light,"San Francisco, CA",The Warfield
USA,Concert,Apr 05,Sik-K,FL1P Sik-K,"San Francisco, CA",Regency Ballroom
USA,Concert,Apr 28,Epik High,sleepless in __________,"San Francisco, CA",The Warfield
USA,Concert,May 03,VAV,Meet & Live Tour,"San Francisco, CA",The Chapel
USA,Concert,Sept 25,Day6,Gravity,"San Francisco, CA",The Warfield
USA,Concert,Oct 25,Tiffany Young,Magnetic Moon,"San Francisco, CA",Regency Ballroom
USA,Concert,Jan 26,MXM,Meet & Live,"San Jose, CA",Montgomery Theater
USA,Concert,Jan 27,Oh My Girl,First US Tour,"San Jose, CA",Montgomery Theater
USA,Concert,May 09-10,NCT127,NeoCity: The Origin,"San Jose, CA",City National Civic
USA,Concert,Sept 13,Pentagon,PRISM,"San Jose, CA",San Jose Civic
USA,Concert,Nov 01,Teen Top,Party To. N9NE,"San Jose, CA",SJSU Hammer Theatre
USA,Concert,Apr 28,VAV,Meet & Live Tour,"San Juan, PR",Teatro Ambassador
