Country,Type,Date,Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
USA,Concert,2022-07-17 00:00:00,Dreamcatcher,Apocalypse: Save us,"Los Angeles, CA",The Wiltern,,
USA,Concert,2022-07-21 00:00:00,GSoul,2022 Tour,"Los Angeles, CA",The Regent,,
USA,Concert,2022-07-22 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Los Angeles, CA",The Novo,,
USA,Concert,2022-07-23 00:00:00,Brave Girls,Summer Tour,"Los Angeles, CA",Wilshire Ebell Theatre,,
USA,Concert,2022-07-23 00:00:00,TXT,ACT: LOVE SICK,"Los Angeles, CA",Microsoft Theater,,
USA,Concert,2022-08-01 00:00:00,LOONA,[LOONATHEWORLD],"Los Angeles, CA",The Wiltern,,
USA,Concert,2022-08-11 00:00:00,PIXY,Didn't See Us Coming,"Los Angeles, CA",Vermont Hollywood,,
USA,Concert,2022-08-17 00:00:00,SEVENTEEN,BE THE SUN,"Los Angeles, CA",Kia Forum,,
USA,Festival,2022-08-20 00:00:00,"ATEEZ, CRAVITY, ENHYPEN, INI, ITZY, Kep1er, LIGHTSUM, Stray Kids",KCON,"Los Angeles, CA",Crypto.com Arena,,
USA,Festival,2022-08-21 00:00:00,"JO1, LOONA, NCT Dream, NMIXX, P1Harmony, STAYC, THE BOYZ, TO1, WJSN",KCON,"Los Angeles, CA",Crypto.com Arena,,
USA,Concert,2022-08-24 00:00:00,MCND,1ST' America Tour,"Los Angeles, CA",The Mayan,,
USA,Concert,2022-08-26 00:00:00,KARD,2022 WILD KARD,"Los Angeles, CA",[The Wiltern](),,
USA,Concert,2022-09-04 00:00:00,JUNNY,the 'blanc' tour,"Los Angeles, CA",1720,,
USA,Concert,2022-09-12 00:00:00,Sunmi,GOOD GIRL GONE MAD,"Los Angeles, CA",The Wiltern,,
USA,Concert,2022-09-16 00:00:00,WEi,First Love,"Los Angeles, CA",[El Rey Theatre](),,
USA,Concert,2022-10-06 00:00:00,NCT 127,Neo City: THE LINK,"Los Angeles, CA",Crypto.com Arena,,
USA,Concert,2022-10-07 00:00:00,VERIVERY,PAGE:0,"Los Angeles, CA",[The Vermont](),,
USA,Concert,2022-10-08 00:00:00,DPR,REGIME World Tour,"Los Angeles, CA",Shrine Expo Hall,,
USA,Concert,2022-10-23 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Los Angeles, CA",Orpheum Theatre,,
USA,Concert,2022-10-26 00:00:00,ITZY,CHECKMATE' World Tour,"Los Angeles, CA",YouTube Theater,,
USA,Concert,2022-10-30 00:00:00,AleXa,Meet & Live Tour,"Los Angeles, CA",[Avalon Hollywood](),,
USA,Concert,2022-11-06 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Los Angeles, CA",El Rey Theatre,,
USA,Concert,2022-11-13 00:00:00,Kim Woojin,First U.S. Tour,"Los Angeles, CA",Teragram Ballroom,,
USA,Concert,2022-11-19 00:00:00,BLACKPINK,BORN PINK' Tour,"Los Angeles, CA",Banc of California Stadium,,
USA,Concert,2022-11-20 00:00:00,The Rose,Heal Together' World Tour,"Los Angeles, CA",Hollywood Palladium,,
USA,Concert,2022-12-05 00:00:00,Yerin Baek,North America Tour,"Los Angeles, CA",The Belasco,,
USA,Concert,2022-12-10 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"Los Angeles, CA",,,
USA,Festival,2022-12-11 00:00:00,SEVENTEEN,LA3C,"Los Angeles, CA",LA State Historic Park,,
USA,Concert,2022-02-26 00:00:00,ONEUS,BLOOD MOON Tour,"Louisville, KY",Paristown Hall,,
USA,Concert,2022-07-03 00:00:00,Dreamcatcher,Apocalypse: Save us,"Louisville, KY",Old Forester's Paristown Hall,,
USA,Concert,2022-08-13 00:00:00,LOONA,[LOONATHEWORLD],"Louisville, KY",[Old Forester's Paristown Hall](),,
USA,Concert,2022-10-09 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Louisville, KY",[Old Forester's Paristown Hall](),,
USA,Concert,2022-03-16 00:00:00,P1Harmony,P1ustage H : PEACE Tour,"Miami, FL",The Fillmore Miami Beach,,
USA,Festival,2022-04-09 00:00:00,CL,Sound Money Fest,"Miami, FL",Miami Beach Convention Center,,
USA,Concert,2022-07-12 00:00:00,Brave Girls,Summer Tour,"Miami, FL",Amaturo Theatre,,
USA,Concert,2022-02-11 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Minneapolis, MN",First Avenue,,
USA,Concert,2022-02-19 00:00:00,ONEUS,BLOOD MOON Tour,"Minneapolis, MN",Skyway Theatre,,
USA,Concert,2022-03-11 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Minneapolis, MN",First Avenue,,
USA,Concert,2022-03-25 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Minneapolis, MN",Granada Theater,,
USA,Concert,2022-07-02 00:00:00,Golden Child,Meet & Live in USA,"Minneapolis, MN",The Lyric @ Skyway Theatre,,
USA,Concert,2022-07-09 00:00:00,Dreamcatcher,Apocalypse: Save us,"Minneapolis, MN",Skyway Theatre,,
USA,Concert,2022-08-18 00:00:00,KARD,2022 WILD KARD,"Minneapolis, MN",The Fillmore Minneapolis,,
USA,Concert,2022-08-25 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Minneapolis, MN",,,
USA,Concert,2022-09-28 00:00:00,VERIVERY,PAGE:0,"Minneapolis, MN",Skyway Theatre,,
USA,Concert,2022-09-30 00:00:00,DPR,REGIME World Tour,"Minneapolis, MN",The Fillmore,,
USA,Concert,2022-10-15 00:00:00,The Rose,Heal Together' World Tour,"Minneapolis, MN",Fillmore Minneapolis,,
USA,Concert,2022-10-25 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Minneapolis, MN",First Avenue,,
USA,Concert,2022-03-03 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Nashville, TN",Cannery Ballroom,,
USA,Concert,2022-03-30 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Nashville, TN",Marathon Music Works,,
USA,Concert,2022-07-06 00:00:00,Golden Child,Meet & Live in USA,"Nashville, TN",3rd and Lindsley,,
USA,Concert,2022-09-15 00:00:00,VERIVERY,PAGE:0,"New Haven, CT",Toad's Place,,
USA,Concert,2022-02-12 00:00:00,ONEUS,BLOOD MOON Tour,"New York, NY",Webster Hall,,
USA,Concert,2022-02-13 00:00:00,BLITZERS,Check-in US Tour,"New York, NY",Webster Hall,,
USA,Concert,2022-02-22 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"New York, NY",Terminal 5,,
USA,Concert,2022-03-11 00:00:00,P1Harmony,P1ustage H : PEACE Tour,"New York, NY",The Town Hall,,
USA,Concert,2022-03-19 00:00:00,VANNER,BOOST UP Pt.1,"New York, NY",The Brooklyn Monarch,,
USA,Concert,2022-03-22 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"New York, NY",Terminal 5,,
USA,Concert,2022-03-26 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"New York, NY",LPR,,
USA,Fanmeet,2022-05-09 00:00:00,CIX,REBEL in U.S. Fan Sign,"New York, NY",Thalia Hall @ Symphony Space,,
USA,Concert,2022-05-10 00:00:00,CIX,REBEL in U.S.,"New York, NY",Palladium Times Square,,
USA,Concert,2022-05-14 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"New York, NY",Le Poisson Rouge,,
USA,Concert,2022-05-21 00:00:00,MONSTA X,NO LIMIT US Tour,"New York, NY",Radio City Music Hall,,
USA,Concert,2022-05-29 00:00:00,Woosung,MOTH EP Showcase,"New York, NY",Gramercy Theatre,,
USA,Concert,2022-06-10 00:00:00,DKB,Meet & Live US Tour,"New York, NY",Brooklyn Monarch,,
USA,Fanmeet,2022-06-20 00:00:00,AB6IX,AB_NEW AREA in U.S.,"New York, NY",Webster Hall,,
USA,Concert,2022-06-28 00:00:00,Dreamcatcher,Apocalypse: Save us,"New York, NY",Palladium Times Square,,
USA,Concert,2022-07-09 00:00:00,TXT,ACT: LOVE SICK,"New York, NY",Hulu Theater,,
USA,Concert,2022-07-10 00:00:00,"AleXa, Brave Girls, Golden Child",K-Pop Gayoje,"New York, NY",SummerStage @ Central Park,,
USA,Concert,2022-07-12 00:00:00,GSoul,2022 Tour,"New York, NY",LPR,,
USA,Concert,2022-08-05 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"New York, NY",Webster Hall,,
USA,Concert,2022-08-19 00:00:00,LOONA,[LOONATHEWORLD],"New York, NY",[Palladium Times Square](),,
USA,Concert,2022-08-28 00:00:00,MCND,1ST' America Tour,"New York, NY",Webster Hall,,
USA,Concert,2022-09-01 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"New York, NY",,,
USA,Concert,2022-09-04 00:00:00,Sunmi,GOOD GIRL GONE MAD,"New York, NY",Terminal 5,,
USA,Concert,2022-09-15 00:00:00,JUNNY,the 'blanc' tour,"New York, NY",Brooklyn Monarch,,
USA,Concert,2022-09-18 00:00:00,VERIVERY,PAGE:0,"New York, NY",Sony Hall,,
USA,Concert,2022-09-24 00:00:00,DPR,REGIME World Tour,"New York, NY",Hammerstein Ballroom,,
USA,Concert,2022-10-02 00:00:00,WEi,First Love,"New York, NY",Brooklyn Monarch,,
USA,Concert,2022-10-03 00:00:00,OMEGA X,CONNECT: Don't Give Up,"New York, NY",Palladium Times Square,,
USA,Concert,2022-10-15 00:00:00,ENHYPEN,MANIFESTO World Tour,"New York, NY",Radio City Music Hall,,
USA,Concert,2022-10-17 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"New York, NY",Irving Plaza,,
USA,Concert,2022-10-19 00:00:00,The Rose,Heal Together' World Tour,"New York, NY",[Terminal 5](),,
USA,Concert,2022-11-13 00:00:00,ITZY,CHECKMATE' World Tour,"New York, NY",Hulu Theater,,
USA,Festival,2022-11-26 00:00:00,"Amber Liu (f(x)), Lay Zhang (EXO)",MetaMoon Music Fest,"New York, NY",Barclays Center,,
USA,Concert,2022-11-30 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"New York, NY",,,
USA,Concert,2022-12-17 00:00:00,Yerin Baek,North America Tour,"New York, NY",Irving Plaza,,
USA,Concert,2022-01-24 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Newark, NJ",Prudential Center,,
USA,Concert,2022-06-03 00:00:00,THE BOYZ,THE B-ZONE in USA,"Newark, NJ",NJ Performing Arts Center,,
USA,Concert,2022-06-29 00:00:00,Stray Kids,MANIAC World Tour,"Newark, NJ",Prudential Center,,
USA,Concert,2022-09-06 00:00:00,SEVENTEEN,BE THE SUN,"Newark, NJ",Prudential Center,,
USA,Concert,2022-10-13 00:00:00,NCT 127,Neo City: THE LINK,"Newark, NJ",Prudential Center,,
USA,Concert,2022-11-14 00:00:00,BLACKPINK,BORN PINK' Tour,"Newark, NJ",[Prudential Center](),,
USA,Concert,2022-11-27 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Newark, NJ",Prudential Center,,
USA,Concert,2022-02-18 00:00:00,TWICE,III' World Tour,"Oakland, CA",Oakland Arena,,
USA,Concert,2022-04-08 00:00:00,SE SO NEON,2022 Live,"Oakland, CA",Starline Social Club,,
USA,Concert,2022-04-12 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Oakland, CA",Fox Theater,,
USA,Concert,2022-06-04 00:00:00,Woosung,MOTH EP Showcase,"Oakland, CA",Starline Social Club,,
USA,Concert,2022-07-12 00:00:00,Stray Kids,MANIAC World Tour,"Oakland, CA",Oakland Arena,,
USA,Concert,2022-08-14 00:00:00,SEVENTEEN,BE THE SUN,"Oakland, CA",Oakland Arena,,
USA,Concert,2022-11-05 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Oakland, CA",Oakland Arena,,
USA,Concert,2022-10-25 00:00:00,AleXa,North American Tour,"Oklahoma City, OK",Tower Theatre,,
USA,Concert,2022-04-08 00:00:00,MustB,2022 US Tour,"Opelika, AL",,,
USA,Concert,2022-02-22 00:00:00,ONEUS,BLOOD MOON Tour,"Orlando, FL",The Plaza Live,,
USA,Concert,2022-03-08 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Orlando, FL",The Beacham,,
USA,Concert,2022-03-24 00:00:00,VANNER,BOOST UP Pt.1,"Orlando, FL",Celine Orlando,,
USA,Concert,2022-03-28 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Orlando, FL",The Plaza Live,,
USA,Concert,2022-05-14 00:00:00,MustB,2022 Latin America Tour,"Orlando, FL",,,
USA,Concert,2022-09-10 00:00:00,DPR,REGIME World Tour,"Orlando, FL",House of Blues,,
USA,Concert,2022-09-22 00:00:00,VERIVERY,PAGE:0,"Orlando, FL",The Plaza Live,,
USA,Concert,2022-10-07 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Orlando, FL",[The Plaza Live](),,
USA,Concert,2022-12-06 00:00:00,Golden Child,Meet & Live Grand America,"Orlando, FL",Celine Orlando,,
USA,Festival,2022-08-20 00:00:00,"Jackson Wang (GOT7), BIBI, Chungha, Jay Park, eaJ, Yoonmirae",Head in the Clouds Fest,"Pasadena, CA",,,
USA,Festival,2022-10-15 00:00:00,"BamBam (GOT7), iKON, Jeon Somi, Kai (EXO), LAPILLUS, P1Harmony, Super Junior, Taeyeon",KAMP Los Angeles,"Pasadena, CA",Rose Bowl,,
USA,Festival,2022-10-16 00:00:00,"aespa, Chungha, Epik High, MOMOLAND, MONSTA X, T1419, Zion.T",KAMP Los Angeles,"Pasadena, CA",Rose Bowl,,
USA,Concert,2022-02-25 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Philadelphia, PA",Theatre of Living Arts,,
USA,Concert,2022-03-18 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Philadelphia, PA",Theatre of Living Arts,,
USA,Concert,2022-04-04 00:00:00,SE SO NEON,2022 Live,"Philadelphia, PA",First Unitarian Church,,
USA,Concert,2022-07-09 00:00:00,Brave Girls,Summer Tour,"Philadelphia, PA",Ardmore Music Hall,,
USA,Concert,2022-07-11 00:00:00,Golden Child,Meet & Live in USA,"Philadelphia, PA",Keswick Theatre,,
USA,Concert,2022-09-29 00:00:00,WEi,First Love,"Philadelphia, PA",Ardmore Music Hall,,
USA,Concert,2022-10-13 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Philadelphia, PA",Theatre of Living Arts,,
USA,Concert,2022-01-24 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Phoenix, AZ",The Van Buren,,
USA,Concert,2022-03-11 00:00:00,ONEUS,BLOOD MOON Tour,"Phoenix, AZ",Marquee Theater Tempe,,
USA,Concert,2022-04-08 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Phoenix, AZ",The Van Buren,,
USA,Concert,2022-06-08 00:00:00,Monsta X,NO LIMIT US Tour,"Phoenix, AZ",Arizona Federal Theatre,,
USA,Concert,2022-10-18 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Phoenix, AZ",The Marquee,,
USA,Concert,2022-10-29 00:00:00,ITZY,CHECKMATE' World Tour,"Phoenix, AZ",Arizona Federal Theatre,,
USA,Concert,2022-11-06 00:00:00,The Rose,Heal Together' World Tour,"Phoenix, AZ",Orpheum Theatre,,
USA,Concert,2022-11-10 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Phoenix, AZ",Gila River Arena,,
USA,Concert,2022-02-16 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Pittsburgh, PA",Mr. Smalls Theatre,,
USA,Concert,2022-03-19 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Pittsburgh, PA",Mr. Smalls Theatre,,
USA,Concert,2022-02-16 00:00:00,ONEUS,BLOOD MOON Tour,"Pontiac, MI",The Crofoot,,
USA,Concert,2022-02-01 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Portland, OR",Crystal Ballroom,,
USA,Concert,2022-03-02 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Portland, OR",Roseland Theater,,
USA,Concert,2022-03-01 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Raleigh, NC",The Ritz,,
USA,Concert,2022-03-24 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Raleigh, NC",The Ritz,,
USA,Concert,2022-07-01 00:00:00,Dreamcatcher,Apocalypse: Save us,"Reading, PA",Santander Arena,,
USA,Concert,2022-08-15 00:00:00,LOONA,[LOONATHEWORLD],"Reading, PA",[Santander Arena](),,
USA,Festival,2022-05-20 00:00:00,"BTOB, CRAVITY, NMIXX, STAYC, TO1",KCON Premiere Chicago,"Rosemont, IL",Rosemont Theatre,,
USA,Concert,2022-02-08 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Salt Lake City, UT",The Complex,,
USA,Concert,2022-03-08 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Salt Lake City, UT",The Depot,,
USA,Concert,2022-04-04 00:00:00,VANNER,BOOST UP Pt.1,"Salt Lake City, UT",The Complex,,
USA,Concert,2022-03-29 00:00:00,VANNER,BOOST UP Pt.1,"San Antonio, TX",Paper Tiger,,
USA,Concert,2022-10-03 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"San Antonio, TX",Aztec Theatre,,
USA,Concert,2022-10-05 00:00:00,VERIVERY,PAGE:0,"San Antonio, TX",Vibes Event Center,,
USA,Concert,2022-10-16 00:00:00,OMEGA X,CONNECT: Don't Give Up,"San Antonio, TX",[Vibes Entertainment Center](),,
USA,Concert,2022-01-25 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"San Diego, CA",The Observatory North Park,,
USA,Concert,2022-04-06 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"San Diego, CA",Soma San Diego,,
USA,Concert,2022-07-22 00:00:00,GSoul,2022 Tour,"San Diego, CA",HOB Voodoo Room,,
USA,Concert,2022-01-30 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"San Francisco, CA",The Warfield,,
USA,Concert,2022-02-08 00:00:00,BLITZERS,Check-in US Tour,"San Francisco, CA",Regency Ballroom,,
USA,Concert,2022-04-03 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"San Francisco, CA",August Hall,,
USA,Concert,2022-04-06 00:00:00,VANNER,BOOST UP Pt.1,"San Francisco, CA",Great American Music Hall,,
USA,Fanmeet,2022-04-29 00:00:00,CIX,REBEL in U.S. Fan Sign,"San Francisco, CA",Hillside Club,,
USA,Concert,2022-04-30 00:00:00,CIX,REBEL in U.S.,"San Francisco, CA",The UC Theatre,,
USA,Concert,2022-07-14 00:00:00,Dreamcatcher,Apocalypse: Save us,"San Francisco, CA",The Midway,,
USA,Concert,2022-07-19 00:00:00,GSoul,2022 Tour,"San Francisco, CA",Brick & Mortar,,
USA,Concert,2022-07-21 00:00:00,Brave Girls,Summer Tour,"San Francisco, CA",Fort Mason Cowell Theatre,,
USA,Concert,2022-07-21 00:00:00,TXT,ACT: LOVE SICK,"San Francisco, CA",Bill Graham Civic Auditorium,,
USA,Concert,2022-07-24 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"San Francisco, CA",The Warfield,,
USA,Concert,2022-08-04 00:00:00,LOONA,[LOONATHEWORLD],"San Francisco, CA",The Midway,,
USA,Concert,2022-08-23 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"San Francisco, CA",,,
USA,Concert,2022-08-26 00:00:00,MCND,1ST' America Tour,"San Francisco, CA",Social Hall SF,,
USA,Concert,2022-09-05 00:00:00,JUNNY,the 'blanc' tour,"San Francisco, CA",The Midway,,
USA,Concert,2022-09-13 00:00:00,Sunmi,GOOD GIRL GONE MAD,"San Francisco, CA",[The Warfield](),,
USA,Concert,2022-10-07 00:00:00,DPR,REGIME World Tour,"San Francisco, CA",The Warfield,,
USA,Concert,2022-10-09 00:00:00,VERIVERY,PAGE:0,"San Francisco, CA",[The Midway](),,
USA,Concert,2022-10-21 00:00:00,OMEGA X,CONNECT: Don't Give Up,"San Francisco, CA",[UC Theatre](),,
USA,Concert,2022-10-28 00:00:00,AleXa,Meet & Live Tour,"San Francisco, CA",Marines' Memorial Theatre,,
USA,Concert,2022-11-03 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"San Francisco, CA",The Fillmore,,
USA,Concert,2022-11-09 00:00:00,The Rose,Heal Together' World Tour,"San Francisco, CA",[The Warfield](),,
USA,Concert,2022-11-12 00:00:00,Kim Woojin,First U.S. Tour,"San Francisco, CA",Marines' Memorial Theatre,,
USA,Concert,2022-06-24 00:00:00,Golden Child,Meet & Live in USA,"San Jose, CA",Montgomery Theatre,,
USA,Concert,2022-08-24 00:00:00,KARD,2022 WILD KARD,"San Jose, CA",San Jose Civic,,
USA,Concert,2022-09-17 00:00:00,WEi,First Love,"San Jose, CA",Montgomery Theater,,
USA,Concert,2022-10-05 00:00:00,DKB,Meet & Live Grand America,"San Jose, CA",Montgomery Theater,,
USA,Concert,2022-01-27 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Santa Ana, CA",The Observatory Santa Ana,,
USA,Concert,2022-12-04 00:00:00,Yerin Baek,North America Tour,"Santa Ana, CA",The Observatory,,
USA,Concert,2022-03-31 00:00:00,VANNER,BOOST UP Pt.1,"Sauget, IL",Pop's,,
USA,Concert,2022-02-02 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Seattle, WA",Showbox SoDo,,
USA,Concert,2022-02-09 00:00:00,BLITZERS,Check-in US Tour,"Seattle, WA",The Showbox,,
USA,Concert,2022-03-01 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Seattle, WA",Showbox SoDo,,
USA,Concert,2022-03-30 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Seattle, WA",Chop Suey,,
USA,Concert,2022-04-07 00:00:00,SE SO NEON,2022 Live,"Seattle, WA",Substation,,
USA,Fanmeet,2022-06-29 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Seattle, WA",The Showbox,,
USA,Concert,2022-07-14 00:00:00,Stray Kids,MANIAC World Tour,"Seattle, WA",Climate Pledge Arena,,
USA,Concert,2022-07-24 00:00:00,GSoul,2022 Tour,"Seattle, WA",Madam Lou's,,
USA,Concert,2022-07-27 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Seattle, WA",Showbox SoDo,,
USA,Concert,2022-08-15 00:00:00,PIXY,Didn't See Us Coming,"Seattle, WA",Madame Lou's,,
USA,Concert,2022-08-12 00:00:00,SEVENTEEN,BE THE SUN,"Seattle, WA",Climate Pledge Arena,,
USA,Concert,2022-08-22 00:00:00,KARD,2022 WILD KARD,"Seattle, WA",Moore Theatre,,
USA,Concert,2022-09-07 00:00:00,JUNNY,the 'blanc' tour,"Seattle, WA",The Crocodile,,
USA,Concert,2022-09-10 00:00:00,Sunmi,GOOD GIRL GONE MAD,"Seattle, WA",Showbox SoDo,,
USA,Concert,2022-10-05 00:00:00,DPR,REGIME World Tour,"Seattle, WA",Paramount Theatre,,
USA,Concert,2022-10-29 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Seattle, WA",Showbox SoDo,,
USA,Concert,2022-11-13 00:00:00,The Rose,Heal Together' World Tour,"Seattle, WA",[Showbox SoDo](),,
USA,Concert,2022-12-21 00:00:00,Yerin Baek,North America Tour,"Seattle, WA",Neptune Theatre,,
USA,Concert,2022-03-23 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Silver Spring, MD",The Fillmore,,
USA,Concert,2022-12-19 00:00:00,Yerin Baek,North America Tour,"Silver Spring, MD",The Fillmore,,
USA,Concert,2022-04-10 00:00:00,MustB,2022 US Tour,"St. Louis, MO",,,
USA,Concert,2022-06-01 00:00:00,MONSTA X,NO LIMIT US Tour,"Sunrise, FL",FLA Live Arena,,
USA,Concert,2022-01-31 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,The Forum,"Los Angeles, CA",,
USA,Concert,2022-03-18 00:00:00,VANNER,BOOST UP Pt.1,"Warrendale, PA",Jergel's Rhythm Grille,,
USA,Concert,2022-03-13 00:00:00,P1Harmony,P1ustage H : PEACE Tour,"Washington, D.C.",Warner Theatre,,
USA,Concert,2022-04-01 00:00:00,SE SO NEON,2022 Live,"Washington, D.C.",DC9,,
USA,Convention,2022-07-29 00:00:00,"AleXa, PIXY",Otakon,"Washington, D.C.",Walter E. Washington Convention Center,,
USA,Concert,2022-08-28 00:00:00,SEVENTEEN,BE THE SUN,"Washington, D.C.",Capital One Arena,,
USA,Concert,2022-02-26 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Washington, DC",The Fillmore,,
USA,Concert,2022-08-10 00:00:00,KARD,2022 WILD KARD,"Washington, DC",Warner Theatre,,
USA,Concert,2022-08-17 00:00:00,LOONA,[LOONATHEWORLD],"Washington, DC",[MGM National Harbor](),,
USA,Concert,2022-09-21 00:00:00,DPR,REGIME World Tour,"Washington, DC",Echostage,,
USA,Concert,2022-10-18 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Washington, DC",9:30 Club,,
USA,Concert,2022-10-27 00:00:00,The Rose,Heal Together' World Tour,"Washington, DC",Warner Theatre,,
USA,Concert,2022-06-02 00:00:00,Woosung,MOTH EP Showcase,"West Hollywood, CA",Roxy Theatre,,
USA,Concert,2022-02-13 00:00:00,ONEUS,BLOOD MOON Tour,"Wilkes-Barre, PA",The FM Kirby Center,,
USA,Concert,2022-10-04 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Wilkes-Barre, PA",FM Kirby Center,,
USA,Concert,2022-10-01 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Worcester, MA",Palladium,,
Uzbekistan,Concert,2022-11-04 00:00:00,BLANK2Y,FUEGO' Tour,"Tashkent, UZ",,,
Uzbekistan,Concert,2022-09-25 00:00:00,"Ailee, Kai (EXO), F.able",MOKKOJI,Uzbekistan,,,
Vietnam,Festival,2022-12-17 00:00:00,"MOMOLAND, LAPILLUS, BLANK2Y",Korea-Vietnam Culture & Tourism Fest,,,,
ElSalvador,Concert,2022-10-01 00:00:00,E'LAST,Latin America Tour,El Salvador,,,
Portugal,Festival,2022-07-09 00:00:00,CL,RFM SOMNII 2022,"Figueira da Foz, PT",Praia do Cabedelo,,
Spain,Concert,2022-04-23 00:00:00,ATEEZ,The Fellowship: Beginning of the End,"Madrid, ES",Palacio Vistalegre,,
Spain,Concert,2022-08-17 00:00:00,Sunmi,GOOD GIRL GONE MAD,"Madrid, ES",Sala Blackbox @ Palacio Vistalegre,,
Spain,Concert,2022-09-02 00:00:00,Wonho,FACADE in Europe,"Madrid, ES",Palacio Vistalegre,,
Spain,Concert,2022-10-19 00:00:00,PIXY,Wanna Be Your Villain,"Madrid, ES",[Sala Cool](),,
UnitedKingdom,Concert,2022-04-12 00:00:00,Eric Nam,There And Back World Tour,"Manchester, UK",O2 Ritz,,
UnitedKingdom,Concert,2022-10-12 00:00:00,W24,W24 in UK,"Manchester, UK",Rebellion,,
UnitedKingdom,Concert,2022-11-14 00:00:00,DPR,REGIME World Tour,"Manchester, UK",Academy 2,,
France,Concert,2022-04-17 00:00:00,MCND,Europe Tour 2022,"Toulon, FR",Mang'Azur @ Palais Congres Neptune,,
Brazil,Concert,2023-02-06 00:00:00,TWICE,READY TO BE,"Sao Paulo, BR",Allianz Parque,,
