Country,Type,Date,Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
Japan,Concert,May 24-2018,Chansung (2PM),Complex,Osaka,Orix Theater,"1, 2, 2003",Official
Japan,Concert,May 29-2018,SF9,MAMMA MIA!,Osaka,Zepp Namba,"1, 2,",Official
Japan,Concert,Jun 02-2018,TWICE,Fantasy Park,Osaka,Osaka-Jo Hall,Rakuten,---
Japan,Concert,Jun 07-2018,EXO-CBX,Magical Circus,Osaka,Osaka-Jo Hall,"1, 2, 3, 4, 5",Official
Japan,Fanmeet,Jun 11-2018,L (Infinite),2nd Fanmeet ~L~,Osaka,Zepp Namba,L-tike,---
Japan,Concert,Jun 14-2018,Day6,The Best Day,Osaka,umeda TRAD,Rakuten,---
Japan,Fanmeet,Jun 14-2018,N (VIXX),えん返し 2018 Take a trip to Japan,Osaka,Zepp Namba,Rakuten,Official
Japan,Fanmeet,Jun 15-2018,Momoland,JAPAN 1st Fanmeeting,Osaka,Zepp Namba,Rakuten,---
Japan,Showcase,Jun 29-2018,Taeyeon,Japan Showcase,Osaka,Orix Theater,---,Official
Japan,Concert,Jul 04-2018,Junho (2PM),TBD,Osaka,Orix Theater,TBA,Official
Japan,Concert,Jul 06-2018,UNB,仮,Osaka,Zepp Osaka Bayside,L-tike,Official
Japan,Concert,Jul 08-2018,Epik High,We've Done Something Wonderful,Osaka,Namba Hatch,"1, 2",Official
Japan,Concert,Jul 24-2018,Blackpink,Arena Tour,Osaka,Osaka-Jo Hall,"1, 2",Official
Japan,Concert,Aug 02-2018,GFRIEND,SUMMER LIVE IN JAPAN,Osaka,Namba Hatch,L-tike,Official
Japan,Concert,Aug 11-2018,A.C.E,A.C.E LAND in JAPAN,Osaka,Zepp Namba,1,Official
Japan,Concert,Dec 22-2018,iKON,Japan Tour,Osaka,Kyocera Dome,Yahoo,Official
Japan,Concert,Jan 27-2018,EXO,The EℓyXiOn,Saitama,Saitama Super Arena,"1, 2, 2003",Official
Japan,Concert,Apr 07-2018,B1A4,TBA,"Saitama, Toda",Todashi Bunka Hall,L.tike,---
Japan,Concert,Mar 15-2018,BoA,Unchained,"Sapporo, Hokkaido",Zepp Sapporo,T.pia,Official
Japan,Fanmeet,Jun 10-2018,N (VIXX),えん返し 2018 Take a trip to Japan,"Sapporo, Hokkaido",Zepp Sapporo,Rakuten,Official
Japan,Concert,Jul 08-2018,Jaejoong (JYJ),The Reunion in Memory,Sendai,Xebio Arena Sendai,L-tike,---
Japan,Concert,Jul 15-2018,Epik High,We've Done Something Wonderful,"Sendai, Aoba",Rensa,"1, 2",Official
Japan,Concert,Jun 23-2018,GOT7,Eyes on You,"Sendai, Miyagi",Sendai Sun Plaza,"1, 2",Official
Japan,Showcase,Jan 19-2018,Twice,Candy Pop,"Seto, Aichi",Seto City Cultural Center,L-tike,Official
Japan,Showcase,Jan 29-2018,Twice,Candy Pop,"Shibuya, Tokyo",NHK Hall,L-tike,Official
Japan,Showcase,May 20-2018,Samuel,Japan Showcase,"Shibuya, Tokyo",Yamano Hall,"1, 2, 3, 4",Official
Japan,Concert,Jun 15-2018,Hyolyn,～The Queen is coming～​,"Shibuya, Tokyo",duo MUSIC EXCHANGE,Rakuten,---
Japan,Fanmeet,Jun 18-2018,N (VIXX),えん返し 2018 Take a trip to Japan,"Shibuya, Tokyo",Sakura Hall,Rakuten,Official
Japan,Showcase,Jun 20-2018,Taeyeon,Japan Showcase,"Shibuya, Tokyo",NHK Hall,---,Official
Japan,Concert,May 18-2018,Imfact,Live in Japan,"Shinjuku, Tokyo",Shinjuku FACE,"1, 2, 2003",Official
Japan,Concert,Jul 14-2018,Epik High,We've Done Something Wonderful,"Shinjuku, Tokyo",Shinjuku BLAZE,"1, 2",Official
Japan,Concert,Mar 02-2018,A.C.E.,Sweet Fantasy,"Shinjuku, Toyko",Shinjuku FACE,Yahoo,---
Japan,Fanmeet,May 08-2018,Yuchun (JYJ),‘再会’ 2nd Story,Shizuoka,Shizuoka City Hall,"1, 2, 3, 4",Official
Japan,Fanmeet,May 26-2018,Karam (The BOSS),"Shinjuku, Tokyo",Theatre Moliere Shinjuku,Rakuten,---,
Japan,Concert,Jun 01-2018,SF9,MAMMA MIA!,Tokyo,Zepp DiverCity Tokyo,"1, 2,",Official
Japan,Fanmeet,Jun 05-2018,L (Infinite),2nd Fanmeet ~L~,Tokyo,Zepp DiverCity Tokyo,L-tike,---
Japan,Concert,Jul 10-2018,Junho (2PM),TBD,Tokyo,Zepp DiverCity Tokyo,TBA,Official
Japan,Concert,Aug 09-2018,A.C.E,A.C.E LAND in JAPAN,Tokyo,Zepp Tokyo,1,Official
Japan,Concert,Jul 22-2018,Lee Gikwang Highlight,ONE,"Tokyo, Akasaka",Akasaka Blitz,L-tike,---
Japan,Fanmeet,Mar 03-2018,Golden Child,奇跡,Toyko,Toyosu PIT,T.pia,---
Japan,Concert,May 17-2018,Monsta X,Piece,Toyko,Tokyo Intl Forum Hall A,T.pia,Official
Japan,Concert,May 19-2018,NCT 127,Chain,Toyko,Toyosu PIT,Yahoo,Official
Japan,Fanmeet,Feb 09-2018,B1A4,The Romantic Season,"Toyosu, Tokyo",Toyosu PIT,T.pia,Official
Japan,Concert,Jul 06-2018,UNB,仮,"Toyosu, Tokyo",Toyosu PIT,L-tike,Official
Japan,Concert,Aug 05-2018,GFRIEND,SUMMER LIVE IN JAPAN,"Toyosu, Tokyo",Toyosu PIT,L-tike,Official
Japan,Concert,Jun 26-2018,Jaejoong (JYJ),The Reunion in Memory,Yokohama,Yokohama Arena,L-tike,---
Japan,Concert,Jan 06-2018,KNK,First Dream,"Yokohama, Kanagawa",Yokohama Bay Hall,"1, 2",Official
Japan,Concert,Feb 01-2018,Jonghyun (CN Blue),Metropolis,"Yokohama, Kanagawa",Pacifico Yokohama Hall,Eplus,Official
Japan,Concert,Feb 21-2018,Seventeen,SVT,"Yokohama, Kanagawa",Yokohama Arena,L-tike,Official
Japan,Concert,Jul 16-2018,Epik High,We've Done Something Wonderful,"Yokohama, Kanagawa",Yokohama Bay Hall,"1, 2",Official
Japan,Concert,Feb 28-2018,BOL4,"Koto, Tokyo",Zepp Tokyo,T.pia,---,
Macau,Concert,Mar 03-2018,Jessica,On Cloud Nine,"Estr. Flor de Lotus, Macau",Studio City Event Center,HK Ticketing,---
Macau,Concert,Jun 02-2018,Got7,Eyes on You,Macau,Cotai Arena,"1, 2, 3, 4",---
Macau,Concert,Aug 10-2018,EXO,EℓyXiOn Dot,Macau,Cotai Arena,Venue,---
Malaysia,Concert,Sept 09-2018,Apink,Asia Tour,Kuala Lumpur,Menara PGRM,BuyTickets,FB
Malaysia,Fanmeet,Jan 19-2018,Wanna One,1st Fan Meeting in Kuala Lumpur,"Kuala Lumpur, Malaysia",Stadium Negara,TicketCharge,IME Asia
Malaysia,Fanmeet,May 01-2018,MXM,Match Up,"Kuala Lumpur, Malaysia",HGH Convention Centre,TicketCharge,IME Asia
Malaysia,Concert,Jul 07-2018,Exo,The EℓyXiOn,"Kuala Lumpur, Malaysia",Axiata Arena,SOLD OUT,Star Planet
Malaysia,Concert,Jul 21-2018,Wanna One,One : The World,"Kuala Lumpur, Malaysia",Axiata Arena,SeatAdvisor,YJ Partners
Malaysia,Concert,Jul 28-2018,Twice,Fantasy Park,"Selangor, Malaysia",Malawati Indoor Stadium,TicketCharge,---
Malaysia,Concert,Oct 13-2018,iKon,Continue,"Selangor, Malaysia",Malawati Stadium,Ticket Charge,Official
Malaysia,Concert,Oct 14-2018,WINNER,Everywhere,"Selangor, Malaysia",Malawati Stadium,Ticket Charge,Official
Mexico,Concert,Apr 27-2018,Super Junior,Super Show 7,"Azcapotzalco, CDMX",Arena Ciudad de México,Super Boletos,MMT
Mexico,Concert,Jun 10-2018,The Rose,Paint it Rose,Mexico City,Auditorio BlackBerry,Ticketmaster,MMT
Mexico,Concert,Jul 02-2018,Eric Nam,Honestly,"Mexico City,",El Plaza Condesa,Ticketmaster,FB
Mexico,Concert,Jul 13-2018,Got7,Eyes on You,"Mexico City, Mexico",Palacio De Los Deportes,TBA,Subkulture
Mexico,Concert,Nov 21-2018,ACE,To Be An ACE,"Mexico City, Mexico",Auditorio BlackBerry,TBD,MyMusicTaste
Mexico,Concert,Aug 05-2018,Monsta X,The Connect,Monterrey,Auditorio Pabellón M,Ticketmaster,---
Mexico,Concert,Jun 08-2018,The Rose,Paint it Rose,"Monterrey, N.L",Escena,StubHub,MMT
Netherlands,Concert,Sept 06-2018,BigOne,European Tour,"Rotterdam, Netherlands",XL Lounge,Eventim,Beyond Ent
Panama,Concert,Aug 05-2018,Dreamcatcher,Welcome to the Dream World,"Panama City, Panama",Teatro La Huaca,TicketPlus,MMT
Peru,Concert,Aug 01-2018,Dreamcatcher,Welcome to the Dream World,"Lima, Peru",Maracaná,Passline,MMT
Philippines,Concert,Aug 19-2018,Gfriend,Seasons of Gfriend,Manila,Manila KIA Theater,Ticketnet,MMT
Philippines,Concert,Jan 06-2018,SF9,Be My Fantasy,"Manila, Philippines",Solaire Theatre,TicketWorld,IME Asia
Philippines,Concert,Feb 09-2018,KARD,Wild Kard,"Manila, Philippines",Kia Theatre,[TBA](),MyMusicTaste
Philippines,Concert,Apr 28-2018,EXO,The EℓyXiOn,"Manila, Philippines",Mall of Asia Arena,SM Global,---
Philippines,Concert,Oct 06-2018,Day6,Youth,"Manila, Philippines",Kia Theater,TicketNote,Official
Philippines,Concert,Nov 10-2018,WINNER,Everywhere,"Manila, Philippines",Mall of Asia Arena,TBA,Official
Philippines,Concert,Nov 11-2018,iKon,Continue,"Manila, Philippines",Mall of Asia Arena,TBA,Official
Poland,Concert,Feb 23-2018,Dreamcatcher,Fly High,"Warsaw, Poland",Palladium,Venue,MyMusicTaste
Poland,Concert,Mar 10-2018,HALO,Here I Am,"Warsaw, Poland",Progresja,Weezevent,Kanzen Music
Poland,Concert,Jun 09-2018,Flowsik,Flowsik in Europe,"Warsaw, Poland",VooDoo Club,TBA,FB
Poland,Concert,Sept 01-2018,BigOne,European Tour,"Warsaw, Poland",VooDoo Club,Eventim,Beyond Ent
Poland,Concert,Oct 03-2018,Zico,King of the Zungle,"Warsaw, Poland",Progresja,TicketClub,MyMusicTaste
Portugal,Concert,Feb 16-2018,Dreamcatcher,Fly High,"Lisbon, Portugal",Lisboa Ao Vivo,Ticketline,MyMusicTaste
Portugal,Concert,Mar 01-2018,HALO,Here I Am,"Lisbon, Portugal",Lisboa Ao Vivo,Weezevent,Kanzen Music
Romania,Concert,May 27-2018,G2,G2 2018 Eurotrip,"Bucharest, Romania",BELUGA Music,Tickettailor,FB
Romania,Concert,Jul 21-2018,Jang Hanbyul,2018 Europe Tour,"Bucharest, Romania",Constantin Tanase Theater,Vendor,FB
Russia,Concert,Feb 18-2018,The Rose,Paint It Rose,"Moscow, Russia",Izvestia Hall,Venue,MyMusicTaste
Russia,Concert,Jun 06-2018,Got7,Eyes on You,"Moscow, Russia",Adrenaline Stadium,Intickets,---
Russia,Concert,Oct 07-2018,Zico,King of the Zungle,"Moscow, Russia",Glavclub,Venue,MyMusicTaste
Singapore,Concert,Jan 21-2018,KARD,Wild Kard,Singapore,Zepp@Bigbox Singapore,Apactix,MyMusicTaste
Singapore,Concert,Jan 27-2018,Super Junior,Super Show 7,Singapore,Singapore Indoor Stadium,"1, 2",Dreammaker
Singapore,Concert,Mar 03-2018,EXO,The EℓyXiOn,Singapore,Singapore Indoor Stadium,ApacTix,---
Singapore,Fanmeet,May 04-2018,MXM,Match Up,Singapore,Zepp@Bigbox Singapore,Apactix,IME SG
Singapore,Fanmeet,May 05-2018,Oh My Girl,1st Fan Meet in SG,Singapore,Resorts World Theatre,Apactix,LifeMusix Ent.
Singapore,Concert,Jun 17-2018,Twice,Fantasy Park,Singapore,Singapore Indoor Stadium,"1, 2",One Production
Singapore,Concert,Jul 13-2018,Wanna One,One : The World,Singapore,Singapore Indoor Stadium,"1, 2",One Production
Singapore,Concert,Aug 04-2018,Got7,Eyes on You,Singapore,Zepp@BigBox,Apactix,---
Singapore,Concert,Aug 18-2018,Hwang Chiyeul,Starry Night,Singapore,Max Pavilion,Sistic,Angelia
Singapore,Concert,Sept 21-2018,Seventeen,Ideal Cut,Singapore,Singapore Indoor Stadium,Apactix,---
Singapore,Fanmeet,Sep 28-2018,YOONA,So Wonderful Day #Story_1,Singapore,Zepp@Bigbox Singapore,"1, 2",IMC Live
Singapore,Concert,Oct 20-2018,Red Velvet,Redmare,Singapore,Star Performing Arts Centre,ApacTix,One Production
Singapore,Concert,Nov 03-2018,WINNER,Everywhere,Singapore,Max Pavilion,Sistic,Official
Singapore,Concert,Nov 04-2018,iKon,Continue,Singapore,Max Pavilion,Sistic,Official
Singapore,Concert,Dec 15-2018,IU,이지금 dlwlrma,Singapore,Star Performing Arts Centre,TBA,One Production
South Korea,Concert,Jan 20-2018,"Zion.T, Heize",Zion.T x Heize,"Buk-gu, Gwangju",Gwangju Culture & Art Center,Interpark,---
South Korea,Concert,Jan 06-2018,Gummy,Feel the Voice Season 3,Busan,KBS Busan Hall,Interpark,---
South Korea,Concert,Feb 24-2018,BTOB,BTOB TIME ~우리들의 콘서트~,Busan,BEXCO,Yes24,---
South Korea,Concert,Jun 02-2018,Paloalto,The SKMC Tour,Busan,Comma Hotel,Yes24,---
South Korea,Concert,Aug 19-2018,Seungri (Big Bang),The Great Seungri,Busan,BEXCO,Auction,---
South Korea,Concert,Mar 25-2018,Various,2018 The Rapper,Changwon,Masan Stadium,Auction,---
South Korea,Concert,Oct 05-2018,Various,Changwon Kpop World Festival,Changwon,Changwon Stadium,Interpark,---
South Korea,Concert,Jul 14-2018,"Yerin Baek, Penomeco",Artist stage＃2,Cheongju,CJB Eden Art Hall,"1, 2",---
South Korea,Concert,Apr 28-2018,Davichi,＆10,Daegu,Kyungpook University,Interpark,---
South Korea,Concert,Jun 16-2018,Wheesung,Real Healing,Daegu,EXCO Centre,Interpark,---
South Korea,Concert,Aug 15-2018,Seungri (Big Bang),The Great Seungri,Daegu,EXCO Centre,Auction,---
South Korea,Concert,Jun 09-2018,"Gummi, Joon Iljung",Artist stage,"Deokjin, Jeonju",Samsung Cultural Center,MelOn,---
South Korea,Concert,Jun 30-2018,"Yerin Baek, Penomeco",Artist stage＃2,"Deokjin, Jeonju",Samsung Cultural Center,"1, 2",---
South Korea,Concert,Jul 21-2018,Hyukoh,24,"Dong-gu, Busan",Busan Citizens Hall,Yes24,---
South Korea,Concert,Feb 10-2018,Day6,Every DAY6 Concert,"Dong-gu, Daejeon",Woosong Art Hall,Interpark,---
South Korea,Concert,May 05-2018,Sunggyu (Infinite),SHINE,"Dongdaemun, Seoul",Kyunghee U - Hall of Peace,MelOn,---
South Korea,Concert,Jun 16-2018,Yang Yoseop Highlight,白,"Dongdaemun, Seoul",Kyunghee U - Hall of Peace,Interpark,---
South Korea,Concert,Aug 05-2018,Stray Kids,Unveil: Op. 02 : I am WHO,"Dongdaemun, Seoul",Kyunghee U - Hall of Peace,Interpark,---
South Korea,Concert,Aug 15-2018,"Ailee, Jeong Sewoon, Jo Hyuna",Summer Day Concert,"Dongdaemun, Seoul",Kyunghee U - Hall of Peace,"1, 2",---
South Korea,Concert,Oct 28-2018,IU,#이지금 #dlwlrma,"Dongnae-gu, Busan",Sajik Arena,TBA,Official
South Korea,Concert,Jan 12-2018,Cheetah,醉 Chi Party,"Gangnam-gu, Seoul",Club Halo,MelOn,---
South Korea,Concert,Jan 13-2018,Junggigo,2018,"Gangnam-gu, Seoul",KT&G Art Hall,MelOn,---
South Korea,Showcase,May 01-2018,IZ,Angel Showcase,"Gangnam, Seoul",Baekam Art Hall,MelOn,---
South Korea,Fanmeet,May 17-2018,JiU (Dreamcatcher),지유의 푸른달 열이레,"Gangnam, Seoul",M-pot Hall,Interpark,---
South Korea,Showcase,Jun 17-2018,iMe Girls,Dream Note 2Page,"Gangnam, Seoul",Baekam Art Hall,MelOn,---
South Korea,Concert,Jun 02-2018,"Gummi, Joon Iljung",Artist stage,Gimhae,Gimhae Culture Hall,MelOn,---
South Korea,Fanmeet,May 20-2018,Yoona,So Wonderful Day #Story 1,"Gunja-dong, Seoul",Daeyang Hall,Yes24,---
South Korea,Concert,Oct 13-2018,ACE,To Be An Ace,"Gunja-dong, Seoul",Daeyang Hall,Interpark,---
South Korea,Concert,Oct 13-2018,"Hwanhee, Wheesung",브로맨스 콜,"Gunpo-si, Gyeonggi-do",Gunpo Art Center,Interpark,---
South Korea,Fanmeet,Jan 13-2018,BTS,Happy Ever After,"Guro-gu, Seoul",Gocheok Sky Dome,Interpark,---
South Korea,Concert,Jun 01-2018,Wanna One,ONE: THE WORLD,"Guro, Seoul",Gocheok Sky Dome,Yes24,---
South Korea,Concert,Jul 13-2018,EXO,The EℓyXiOn [dot],"Guro, Seoul",Gocheok Sky Dome,Yes24,---
South Korea,Concert,Apr 28-2018,RBW Boyz + MAS,Sparkling Piece,"Gwangjang, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Showcase,Apr 30-2018,GFRIEND,Moon Night Express 241,"Gwangjang, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Concert,May 05-2018,Loco,LOCOMOTIVE 2018,"Gwangjang, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Concert,May 12-2018,The Rose,Long Drive,"Gwangjang, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Showcase,Jan 02-2018,TRCNG,Who Am I,"Gwangjin-gu, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Showcase,Jan 10-2018,MXM,Match Up,"Gwangjin-gu, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Concert,Jan 18-2018,The Eastlight,Don’t Stop,"Gwangjin-gu, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Concert,Jan 27-2018,Illionaire,ILLIONAIRE 7th Anniversary,"Gwangjin-gu, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Fanmeet,Feb 03-2018,Chungha,Chung Ha′ppy Birthday Party,"Gwangjin-gu, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Concert,Oct 06-2018,Junho (2PM),잊을 수 없는 날,"Gwangjin-gu, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Fanmeet,Oct 14-2018,Wheesung,Realslow Fanmeeting,"Gwangjin-gu, Seoul",Yes24 Live Hall,Interpark,---
South Korea,Concert,Nov 10-2018,Hyolyn,TRUE,"Gwangjin-gu, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Concert,Jun 02-2018,LOOΠΔ,Premier Greeting - Line＆Up,"Gwangjin, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Fanmeet,Jun 04-2018,Park Yuchun (JYJ),Birthday Fanmeeting,"Gwangjin, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Concert,Jun 16-2018,"Yerin Baek, Penomeco",Artist stage＃2,"Gwangjin, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Concert,Jul 28-2018,HALO,Have a Good Time Concert,"Gwangjin, Seoul",Yes24 Live Hall,Yes24,---
South Korea,Showcase,Aug 14-2018,MXM,More Than Ever,"Gwangjin, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Concert,Aug 19-2018,KARD,Wild Kard,"Gwangjin, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Concert,Oct 27-2018,SF9,DREAMER,"Gwangjin, Seoul",Yes24 Live Hall,"1, 2",---
South Korea,Concert,Nov 11-2018,Various,Monster Concert #10,"Gwangjin, Seoul",Yes24 Live Hall,MelOn,---
South Korea,Concert,May 22-2018,Sungwoo JungA x 10cm,봄바람,Gwangju,Gwangju C&A Center,"1, 2",---
South Korea,Concert,Nov 10-2018,IU,#이지금 #dlwlrma,Gwangju,Gwangju Universiade,TBA,Official
South Korea,Concert,Jun 16-2018,United Cube,－ONE－,"Gyeonggi-do, Ilsan",KINTEX,MelOn,---
South Korea,Concert,Oct 13-2018,Day6,Youth,"Gyeongsangbuk, Daegu",Chunma Art Center,Interpark,Official
South Korea,Concert,Jun 24-2018,"Yerin Baek, Penomeco",Artist stage＃2,Gyeongsangbuk. Daegu,Chunma Art Center,"1, 2",---
South Korea,Concert,Jan 21-2018,Day6,Every DAY6 Concert,"Haeundae, Busan",Sohyang Theater,Interpark,---
South Korea,Concert,Jun 16-2018,Solar (Mamamoo),Blossom,"Haeundae, Busan",Sohyang Theater,MelOn,---
South Korea,Concert,Jun 23-2018,"Nilo, Penomeco, Babylon",Feel so good,"Haeundae, Busan",Sohyang Theater,MelOn,---
South Korea,Concert,Jan 22-2018,Oh My Girl,Secret Garden,"Hoehyeon-dong, Seoul",Shinsegae Mesa Hall,Interpark,---
South Korea,Concert,Jan 29-2018,Oh My Girl,Secret Garden,"Hoehyeon-dong, Seoul",Shinsegae Mesa Hall,Interpark,---
South Korea,Concert,Feb 05-2018,Oh My Girl,Secret Garden,"Hoehyeon-dong, Seoul",Shinsegae Mesa Hall,Interpark,---
South Korea,Concert,Feb 12-2018,Oh My Girl,Secret Garden,"Hoehyeon-dong, Seoul",Shinsegae Mesa Hall,Interpark,---
South Korea,Awards,Jan 10-2018,Various,32nd Golden Disk Awards,"Ilsan, Gyeonggi-do",KINTEX Exhibition Hall 2,"[1](), 2",Official
South Korea,Concert,May 20-2018,"K.will, Wheesung, Ailee",Starpack Concert,"Ilsan, Gyeonggi-do",KINTEX Exhibition Hall,Interpark,---
South Korea,Concert,Jan 28-2018,"YB, Mamamoo",2018 Starpack Concert,"Ilsanseo-gu, Gyeonggi-do",KINTEX Hall,"1, 2",---
South Korea,Concert,Jul 14-2018,Yoon Mirae,YOONMIRAE,"Jangchung, Seoul",Jangchung Gym,MelOn,---
South Korea,Fanmeet,Jan 06-2018,CN Blue,Track 8,"Jongno-gu, Seoul",Sangmyung Art Center,Auction,---
South Korea,Fanmeet,May 13-2018,C.N. Blue,BOICE CAFE : LJH CAFE,"Jongno, Seoul",Sangmyung Art Center,Auction,---
South Korea,Concert,May 25-2018,Jung Seung-hwan,"다시, 봄","Jongno, Seoul",Hongik Art Center,Interpark,---
South Korea,Concert,Jun 23-2018,Ryu Sera,SUNSHOWER,"Jung-gu, Seoul",CKL Stage,MelOn,---
South Korea,Concert,Jan 06-2018,Honeyst,우연：우리 연애할까요？,"Mapo-gu, Seoul",RollingHall,MelOn,---
South Korea,Concert,Oct 19-2018,Yoo Seungwoo,달달한 밤,"Mapo-gu, Seoul",KT&G Live Hall,MelOn,---
South Korea,Concert,Oct 27-2018,South Club,South Club,"Mapo-gu, Seoul",West Bridge Live Hall,Interpark,---
South Korea,Concert,May 19-2018,Jung Joon-young,Sing,"Mapo, Seoul",Shinhan Card Fan Square,Interpark,---
South Korea,Concert,Jun 10-2018,Kassy,비야 와라,"Mapo, Seoul",Rolling Hall,MelOn,---
South Korea,Concert,Oct 20-2018,"Zion.T, Suran",Concert,"Namdong-gu, Incheon",Incheon Culture & Art Center,Interpark,---
South Korea,Concert,Mar 03-2018,Day6,The Best Moments,Olympic Park Olympic Hall,Interpark,---,
South Korea,Fanmeet,Jan 21-2018,Monsta X,Fan-con [Picnic],"Seodaemun-gu, Seoul",Ewha University Auditorium,MelOn,---
South Korea,Fanmeet,May 26-2018,Boyfriend,Time Capsule,"Seongbuk-gu, Seoul",Dongduk WU - Centennial Hall,MelOn,---
South Korea,Fanmeet,May 07-2018,NCT 2018,Fan Party! (Spring),"Seongbuk, Seoul",KU Gym Hwajeong,Yes24,---
South Korea,Concert,May 27-2018,SHINee,☆ SHINee DAY,"Seongbuk, Seoul",KU Hwajeong Stadium,Yes24,---
South Korea,Concert,Jul 28-2018,K-STAR Concert,"BTOB, UNB, Pentagon, CLC","Seongbuk, Seoul",KU Gym Hwajeong,MelOn,---
South Korea,Concert,Sept 01-2018,YB & Guckkasten,Montage,"Seongbuk, Seoul",KU Gym Hwajeong,Interpark,---
South Korea,Concert,Feb 14-2018,NCT,"Hello, NCT 2018 Sweet Valentine’s Day",Seoul,COEX Artium SMTOWN,Yes24,---
South Korea,Concert,Feb 19-2018,Oh My Girl,Secret Garden,Seoul,Shinsegae Mesa Hall,Interpark,---
South Korea,Concert,Feb 24-2018,Astro,The 2nd ASTRO AROHA Festival,Seoul,Kbs Arena Hall,Interpark,---
South Korea,Fanmeet,Feb 24-2018,Myname,Present,Seoul,Uniplex,Yes24,---
South Korea,Showcase,Feb 25-2018,Gemstone,Chapter #4,Seoul,Yes24 Live Hall,Yes24,---
South Korea,Concert,Feb 26-2018,Oh My Girl,Secret Garden,Seoul,Shinsegae Mesa Hall,Interpark,---
South Korea,Concert,Mar 02-2018,Jung Yonghwa,Stay 622,Seoul,KU Hwajeong Stadium,Auction,---
South Korea,Fanmeet,Mar 03-2018,THE UNI+,Fanmeeting,Seoul,Gocheok Sky Dome,---,---
South Korea,Concert,Mar 09-2018,Younha,RescuE,Seoul,Blue Square,Interpark,---
South Korea,Concert,Mar 11-2018,iKON,Re·-Konnect,Seoul,Olympic Park Olympic Hall,Auction,---
South Korea,Concert,Mar 16-2018,NU’EST W,Double You,Seoul,SK Olympic Handball Gymnasium,---,---
South Korea,Concert,Mar 17-2018,A.C.E.,Sweet Fantasy,Seoul,Yes24 Live Hall,---,---
South Korea,Concert,Mar 24-2018,N.Flying,The Hottest,Seoul,Rolling Hall,MelOn,---
South Korea,Fanmeet,Mar 24-2018,Shinhwa,All Your Dreams,Seoul,SK Olympic Handball Gymnasium,---,---
South Korea,Concert,May 05-2018,Davichi,＆10,Seoul,Olympic Park Olympic Hall,Interpark,---
South Korea,Concert,May 12-2018,Voisper,귓속말,Seoul,VELOSO Hongdae,MelOn,---
South Korea,Concert,May 26-2018,Monsta X,The Connect,Seoul,Jangchung Gymnasium,MelOn,---
South Korea,Fanmeet,Jun 24-2018,Kang Minhyuk C.N. Blue,BOICE CAFE : KMH CAFE,Seoul,Sowol Art Hall,Auction,---
South Korea,Festival,Jul 01-2018,Various,NBA BUZZER BEAT FESTIVAL,Seoul,KU Hwajeong Stadium,Auction,---
South Korea,Fanmeet,Aug 04-2018,Nine Muses,To. Mine,Seoul,Shinsegae Mesa Hall,Yes24,---
South Korea,Concert,Aug 04-2018,Seungri (Big Bang),The Great Seungri,Seoul,Jangchung Gymnasium,Auction,---
South Korea,Concert,Sep 28-2018,NCT Dream,NCT DREAM SHOW,Seoul,COEX Artium,Yes24,---
South Korea,Concert,Oct 07-2018,TRCNG,log on TRCNG.CON,Seoul,Lotte Culture Hall,Yes24,---
South Korea,Fanmeet,Nov 11-2018,Seohyun,Memories,Seoul,KBS Arena,Yes24,---
South Korea,Concert,May 11-2018,Gummy,Ballad,"Shinchon, Seoul",Ehwa U - Samsung Hall,Interpark,---
South Korea,Concert,Jun 02-2018,Ben,BLOOM,"Shinsu-dong, Seoul",Sogang U - Mary Hall,Interpark,---
South Korea,Concert,May 21-2018,"YDPP, Paul Kim",너의 스무살을 #청춘,"Sinchon, Seoul",Yonsei U. Centennial Hall,"1, 2",---
South Korea,Showcase,Jan 03-2018,Momoland,GREAT!,"Songpa-gu, Seoul",Muse Live,MelOn,---
South Korea,Concert,Jan 06-2018,Gfriend,Season of GFRIEND,"Songpa-gu, Seoul",Olympic Hall,MelOn,---
South Korea,Concert,Jan 12-2018,Apink,Pink Space 2018,"Songpa-gu, Seoul",SK Olympic Handball Gym,"1, 2",---
South Korea,Concert,Jan 13-2018,10cm,1+2+3+4,"Songpa-gu, Seoul",Olympic Hall,MelOn,--
South Korea,Concert,Jan 20-2018,Yonghwa (CN Blue),Room 622,"Songpa-gu, Seoul",Olympic Hall,Auction,---
South Korea,Concert,Jan 27-2018,Jaejoong (JYJ),J-Party,"Songpa-gu, Seoul",SK Olympic Handball Gym,MelOn,---
